"subject"	"activity"	"variable"	"average"
"142"	1	"sitting"	"frequencybodyaccjerkmeanfreqaxisx"	-0.0477062917542325
"143"	1	"sitting"	"frequencybodyaccjerkmeanfreqaxisy"	-0.213392904926883
"144"	1	"sitting"	"frequencybodyaccjerkmeanfreqaxisz"	-0.123828014584147
"145"	1	"sitting"	"frequencybodygyromeanaxisx"	-0.672094306818974
"146"	1	"sitting"	"frequencybodygyromeanaxisy"	-0.70621663959074
"147"	1	"sitting"	"frequencybodygyromeanaxisz"	-0.644192752866115
"148"	1	"sitting"	"frequencybodygyrostdaxisx"	-0.738594816501343
"149"	1	"sitting"	"frequencybodygyrostdaxisy"	-0.674226934551517
"150"	1	"sitting"	"frequencybodygyrostdaxisz"	-0.690446312501126
"151"	1	"sitting"	"frequencybodygyromeanfreqaxisx"	-0.101042702224631
"152"	1	"sitting"	"frequencybodygyromeanfreqaxisy"	-0.174277577553958
"153"	1	"sitting"	"frequencybodygyromeanfreqaxisz"	-0.0513928953203266
"154"	1	"sitting"	"frequencybodyaccmagmean"	-0.585962696268539
"155"	1	"sitting"	"frequencybodyaccmagstd"	-0.659531216655476
"156"	1	"sitting"	"frequencybodyaccmagmeanfreq"	0.0768760112631957
"157"	1	"sitting"	"frequencybodybodyaccjerkmagmean"	-0.620789916331592
"158"	1	"sitting"	"frequencybodybodyaccjerkmagstd"	-0.640076803144351
"159"	1	"sitting"	"frequencybodybodyaccjerkmagmeanfreq"	0.173219742700723
"160"	1	"sitting"	"frequencybodybodygyromagmean"	-0.697411069729937
"161"	1	"sitting"	"frequencybodybodygyromagstd"	-0.699976372277643
"162"	1	"sitting"	"frequencybodybodygyromagmeanfreq"	-0.0415636227771787
"163"	1	"sitting"	"frequencybodybodygyrojerkmagmean"	-0.779767633083527
"164"	1	"sitting"	"frequencybodybodygyrojerkmagstd"	-0.792190209274884
"165"	1	"sitting"	"frequencybodybodygyrojerkmagmeanfreq"	0.126707820497791
"166"	1	"sitting"	"anglebetweentbodyaccmeanandgravity"	0.00770513730366637
"167"	1	"sitting"	"anglebetweentbodyaccjerkmeanandgravitymean"	0.00264770963963395
"168"	1	"sitting"	"anglebetweentbodygyromeanandgravitymean"	0.0176831301958708
"169"	1	"sitting"	"anglebetweentbodygyrojerkmeanandgravitymean"	-0.00921912899702262
"170"	1	"sitting"	"anglebetweenxandgravitymean"	-0.496522166185746
"171"	1	"sitting"	"anglebetweenyandgravitymean"	0.0632551738495058
"172"	1	"sitting"	"anglebetweenzandgravitymean"	-0.0542842821505305
"173"	1	"standing"	"timebodyaccmeanaxisx"	0.274347260646063
"174"	1	"standing"	"timebodyaccmeanaxisy"	-0.0177434918458972
"175"	1	"standing"	"timebodyaccmeanaxisz"	-0.108925032737064
"176"	1	"standing"	"timebodyaccstdaxisx"	-0.607783818968688
"177"	1	"standing"	"timebodyaccstdaxisy"	-0.510191378479501
"178"	1	"standing"	"timebodyaccstdaxisz"	-0.61306429934125
"179"	1	"standing"	"timegravityaccmeanaxisx"	0.669226222373046
"180"	1	"standing"	"timegravityaccmeanaxisy"	0.00403879092060517
"181"	1	"standing"	"timegravityaccmeanaxisz"	0.0921508600211059
"182"	1	"standing"	"timegravityaccstdaxisx"	-0.965207115039421
"183"	1	"standing"	"timegravityaccstdaxisy"	-0.95440802665318
"184"	1	"standing"	"timegravityaccstdaxisz"	-0.938900969424022
"185"	1	"standing"	"timebodyaccjerkmeanaxisx"	0.0789381220355816
"186"	1	"standing"	"timebodyaccjerkmeanaxisy"	0.0079481069090025
"187"	1	"standing"	"timebodyaccjerkmeanaxisz"	-0.00467469823628666
"188"	1	"standing"	"timebodyaccjerkstdaxisx"	-0.63978102073413
"189"	1	"standing"	"timebodyaccjerkstdaxisy"	-0.607971599340832
"190"	1	"standing"	"timebodyaccjerkstdaxisz"	-0.762820240449202
"191"	1	"standing"	"timebodygyromeanaxisx"	-0.0309824871713436
"192"	1	"standing"	"timebodygyromeanaxisy"	-0.0747194855994359
"193"	1	"standing"	"timebodygyromeanaxisz"	0.088357304227173
"194"	1	"standing"	"timebodygyrostdaxisx"	-0.721192598029789
"195"	1	"standing"	"timebodygyrostdaxisy"	-0.682653506899942
"196"	1	"standing"	"timebodygyrostdaxisz"	-0.653665674372188
"197"	1	"standing"	"timebodygyrojerkmeanaxisx"	-0.0967092754729682
"198"	1	"standing"	"timebodygyrojerkmeanaxisy"	-0.0423181079782632
"199"	1	"standing"	"timebodygyrojerkmeanaxisz"	-0.0548303497968374
"200"	1	"standing"	"timebodygyrojerkstdaxisx"	-0.731348533131935
"201"	1	"standing"	"timebodygyrojerkstdaxisy"	-0.786062320321895
"202"	1	"standing"	"timebodygyrojerkstdaxisz"	-0.739932395222129
"203"	1	"standing"	"timebodyaccmagmean"	-0.54822165976717
"204"	1	"standing"	"timebodyaccmagstd"	-0.591225327146546
"205"	1	"standing"	"timegravityaccmagmean"	-0.54822165976717
"206"	1	"standing"	"timegravityaccmagstd"	-0.591225327146546
"207"	1	"standing"	"timebodyaccjerkmagmean"	-0.649417950650692
"208"	1	"standing"	"timebodyaccjerkmagstd"	-0.627762945785391
"209"	1	"standing"	"timebodygyromagmean"	-0.60524856977632
"210"	1	"standing"	"timebodygyromagstd"	-0.662533062898382
"211"	1	"standing"	"timebodygyrojerkmagmean"	-0.762137610987416
"212"	1	"standing"	"timebodygyrojerkmagstd"	-0.77799317279698
"213"	1	"standing"	"frequencybodyaccmeanaxisx"	-0.622761658493734
"214"	1	"standing"	"frequencybodyaccmeanaxisy"	-0.53749328145871
"215"	1	"standing"	"frequencybodyaccmeanaxisz"	-0.665033506271952
"216"	1	"standing"	"frequencybodyaccstdaxisx"	-0.603356276555826
"217"	1	"standing"	"frequencybodyaccstdaxisy"	-0.528420009576204
"218"	1	"standing"	"frequencybodyaccstdaxisz"	-0.617874813333395
"219"	1	"standing"	"frequencybodyaccmeanfreqaxisx"	-0.2214691368263
"220"	1	"standing"	"frequencybodyaccmeanfreqaxisy"	0.015400588735675
"221"	1	"standing"	"frequencybodyaccmeanfreqaxisz"	0.0473098698476722
"222"	1	"standing"	"frequencybodyaccjerkmeanaxisx"	-0.656713524546605
"223"	1	"standing"	"frequencybodyaccjerkmeanaxisy"	-0.628961179980356
"224"	1	"standing"	"frequencybodyaccjerkmeanaxisz"	-0.743608246170053
"225"	1	"standing"	"frequencybodyaccjerkstdaxisx"	-0.654979816705833
"226"	1	"standing"	"frequencybodyaccjerkstdaxisy"	-0.612243590244114
"227"	1	"standing"	"frequencybodyaccjerkstdaxisz"	-0.780928428167213
"228"	1	"standing"	"frequencybodyaccjerkmeanfreqaxisx"	-0.0477062917542325
"229"	1	"standing"	"frequencybodyaccjerkmeanfreqaxisy"	-0.213392904926883
"230"	1	"standing"	"frequencybodyaccjerkmeanfreqaxisz"	-0.123828014584147
"231"	1	"standing"	"frequencybodygyromeanaxisx"	-0.672094306818974
"232"	1	"standing"	"frequencybodygyromeanaxisy"	-0.70621663959074
"233"	1	"standing"	"frequencybodygyromeanaxisz"	-0.644192752866115
"234"	1	"standing"	"frequencybodygyrostdaxisx"	-0.738594816501343
"235"	1	"standing"	"frequencybodygyrostdaxisy"	-0.674226934551517
"236"	1	"standing"	"frequencybodygyrostdaxisz"	-0.690446312501126
"237"	1	"standing"	"frequencybodygyromeanfreqaxisx"	-0.101042702224631
"238"	1	"standing"	"frequencybodygyromeanfreqaxisy"	-0.174277577553958
"239"	1	"standing"	"frequencybodygyromeanfreqaxisz"	-0.0513928953203266
"240"	1	"standing"	"frequencybodyaccmagmean"	-0.585962696268539
"241"	1	"standing"	"frequencybodyaccmagstd"	-0.659531216655476
"242"	1	"standing"	"frequencybodyaccmagmeanfreq"	0.0768760112631957
"243"	1	"standing"	"frequencybodybodyaccjerkmagmean"	-0.620789916331592
"244"	1	"standing"	"frequencybodybodyaccjerkmagstd"	-0.640076803144351
"245"	1	"standing"	"frequencybodybodyaccjerkmagmeanfreq"	0.173219742700723
"246"	1	"standing"	"frequencybodybodygyromagmean"	-0.697411069729937
"247"	1	"standing"	"frequencybodybodygyromagstd"	-0.699976372277643
"248"	1	"standing"	"frequencybodybodygyromagmeanfreq"	-0.0415636227771787
"249"	1	"standing"	"frequencybodybodygyrojerkmagmean"	-0.779767633083527
"250"	1	"standing"	"frequencybodybodygyrojerkmagstd"	-0.792190209274884
"251"	1	"standing"	"frequencybodybodygyrojerkmagmeanfreq"	0.126707820497791
"252"	1	"standing"	"anglebetweentbodyaccmeanandgravity"	0.00770513730366637
"253"	1	"standing"	"anglebetweentbodyaccjerkmeanandgravitymean"	0.00264770963963395
"254"	1	"standing"	"anglebetweentbodygyromeanandgravitymean"	0.0176831301958708
"255"	1	"standing"	"anglebetweentbodygyrojerkmeanandgravitymean"	-0.00921912899702262
"256"	1	"standing"	"anglebetweenxandgravitymean"	-0.496522166185746
"257"	1	"standing"	"anglebetweenyandgravitymean"	0.0632551738495058
"258"	1	"standing"	"anglebetweenzandgravitymean"	-0.0542842821505305
"259"	1	"walking"	"timebodyaccmeanaxisx"	0.274347260646063
"260"	1	"walking"	"timebodyaccmeanaxisy"	-0.0177434918458972
"261"	1	"walking"	"timebodyaccmeanaxisz"	-0.108925032737064
"262"	1	"walking"	"timebodyaccstdaxisx"	-0.607783818968688
"263"	1	"walking"	"timebodyaccstdaxisy"	-0.510191378479501
"264"	1	"walking"	"timebodyaccstdaxisz"	-0.61306429934125
"265"	1	"walking"	"timegravityaccmeanaxisx"	0.669226222373046
"266"	1	"walking"	"timegravityaccmeanaxisy"	0.00403879092060517
"267"	1	"walking"	"timegravityaccmeanaxisz"	0.0921508600211059
"268"	1	"walking"	"timegravityaccstdaxisx"	-0.965207115039421
"269"	1	"walking"	"timegravityaccstdaxisy"	-0.95440802665318
"270"	1	"walking"	"timegravityaccstdaxisz"	-0.938900969424022
"271"	1	"walking"	"timebodyaccjerkmeanaxisx"	0.0789381220355816
"272"	1	"walking"	"timebodyaccjerkmeanaxisy"	0.0079481069090025
"273"	1	"walking"	"timebodyaccjerkmeanaxisz"	-0.00467469823628666
"274"	1	"walking"	"timebodyaccjerkstdaxisx"	-0.63978102073413
"275"	1	"walking"	"timebodyaccjerkstdaxisy"	-0.607971599340832
"276"	1	"walking"	"timebodyaccjerkstdaxisz"	-0.762820240449202
"277"	1	"walking"	"timebodygyromeanaxisx"	-0.0309824871713436
"278"	1	"walking"	"timebodygyromeanaxisy"	-0.0747194855994359
"279"	1	"walking"	"timebodygyromeanaxisz"	0.088357304227173
"280"	1	"walking"	"timebodygyrostdaxisx"	-0.721192598029789
"281"	1	"walking"	"timebodygyrostdaxisy"	-0.682653506899942
"282"	1	"walking"	"timebodygyrostdaxisz"	-0.653665674372188
"283"	1	"walking"	"timebodygyrojerkmeanaxisx"	-0.0967092754729682
"284"	1	"walking"	"timebodygyrojerkmeanaxisy"	-0.0423181079782632
"285"	1	"walking"	"timebodygyrojerkmeanaxisz"	-0.0548303497968374
"286"	1	"walking"	"timebodygyrojerkstdaxisx"	-0.731348533131935
"287"	1	"walking"	"timebodygyrojerkstdaxisy"	-0.786062320321895
"288"	1	"walking"	"timebodygyrojerkstdaxisz"	-0.739932395222129
"289"	1	"walking"	"timebodyaccmagmean"	-0.54822165976717
"290"	1	"walking"	"timebodyaccmagstd"	-0.591225327146546
"291"	1	"walking"	"timegravityaccmagmean"	-0.54822165976717
"292"	1	"walking"	"timegravityaccmagstd"	-0.591225327146546
"293"	1	"walking"	"timebodyaccjerkmagmean"	-0.649417950650692
"294"	1	"walking"	"timebodyaccjerkmagstd"	-0.627762945785391
"295"	1	"walking"	"timebodygyromagmean"	-0.60524856977632
"296"	1	"walking"	"timebodygyromagstd"	-0.662533062898382
"297"	1	"walking"	"timebodygyrojerkmagmean"	-0.762137610987416
"298"	1	"walking"	"timebodygyrojerkmagstd"	-0.77799317279698
"299"	1	"walking"	"frequencybodyaccmeanaxisx"	-0.622761658493734
"300"	1	"walking"	"frequencybodyaccmeanaxisy"	-0.53749328145871
"301"	1	"walking"	"frequencybodyaccmeanaxisz"	-0.665033506271952
"302"	1	"walking"	"frequencybodyaccstdaxisx"	-0.603356276555826
"303"	1	"walking"	"frequencybodyaccstdaxisy"	-0.528420009576204
"304"	1	"walking"	"frequencybodyaccstdaxisz"	-0.617874813333395
"305"	1	"walking"	"frequencybodyaccmeanfreqaxisx"	-0.2214691368263
"306"	1	"walking"	"frequencybodyaccmeanfreqaxisy"	0.015400588735675
"307"	1	"walking"	"frequencybodyaccmeanfreqaxisz"	0.0473098698476722
"308"	1	"walking"	"frequencybodyaccjerkmeanaxisx"	-0.656713524546605
"309"	1	"walking"	"frequencybodyaccjerkmeanaxisy"	-0.628961179980356
"310"	1	"walking"	"frequencybodyaccjerkmeanaxisz"	-0.743608246170053
"311"	1	"walking"	"frequencybodyaccjerkstdaxisx"	-0.654979816705833
"312"	1	"walking"	"frequencybodyaccjerkstdaxisy"	-0.612243590244114
"313"	1	"walking"	"frequencybodyaccjerkstdaxisz"	-0.780928428167213
"314"	1	"walking"	"frequencybodyaccjerkmeanfreqaxisx"	-0.0477062917542325
"315"	1	"walking"	"frequencybodyaccjerkmeanfreqaxisy"	-0.213392904926883
"316"	1	"walking"	"frequencybodyaccjerkmeanfreqaxisz"	-0.123828014584147
"317"	1	"walking"	"frequencybodygyromeanaxisx"	-0.672094306818974
"318"	1	"walking"	"frequencybodygyromeanaxisy"	-0.70621663959074
"319"	1	"walking"	"frequencybodygyromeanaxisz"	-0.644192752866115
"320"	1	"walking"	"frequencybodygyrostdaxisx"	-0.738594816501343
"321"	1	"walking"	"frequencybodygyrostdaxisy"	-0.674226934551517
"322"	1	"walking"	"frequencybodygyrostdaxisz"	-0.690446312501126
"323"	1	"walking"	"frequencybodygyromeanfreqaxisx"	-0.101042702224631
"324"	1	"walking"	"frequencybodygyromeanfreqaxisy"	-0.174277577553958
"325"	1	"walking"	"frequencybodygyromeanfreqaxisz"	-0.0513928953203266
"326"	1	"walking"	"frequencybodyaccmagmean"	-0.585962696268539
"327"	1	"walking"	"frequencybodyaccmagstd"	-0.659531216655476
"328"	1	"walking"	"frequencybodyaccmagmeanfreq"	0.0768760112631957
"329"	1	"walking"	"frequencybodybodyaccjerkmagmean"	-0.620789916331592
"330"	1	"walking"	"frequencybodybodyaccjerkmagstd"	-0.640076803144351
"331"	1	"walking"	"frequencybodybodyaccjerkmagmeanfreq"	0.173219742700723
"332"	1	"walking"	"frequencybodybodygyromagmean"	-0.697411069729937
"333"	1	"walking"	"frequencybodybodygyromagstd"	-0.699976372277643
"334"	1	"walking"	"frequencybodybodygyromagmeanfreq"	-0.0415636227771787
"335"	1	"walking"	"frequencybodybodygyrojerkmagmean"	-0.779767633083527
"336"	1	"walking"	"frequencybodybodygyrojerkmagstd"	-0.792190209274884
"337"	1	"walking"	"frequencybodybodygyrojerkmagmeanfreq"	0.126707820497791
"338"	1	"walking"	"anglebetweentbodyaccmeanandgravity"	0.00770513730366637
"339"	1	"walking"	"anglebetweentbodyaccjerkmeanandgravitymean"	0.00264770963963395
"340"	1	"walking"	"anglebetweentbodygyromeanandgravitymean"	0.0176831301958708
"341"	1	"walking"	"anglebetweentbodygyrojerkmeanandgravitymean"	-0.00921912899702262
"342"	1	"walking"	"anglebetweenxandgravitymean"	-0.496522166185746
"343"	1	"walking"	"anglebetweenyandgravitymean"	0.0632551738495058
"344"	1	"walking"	"anglebetweenzandgravitymean"	-0.0542842821505305
"345"	1	"walkingDownstairs"	"timebodyaccmeanaxisx"	0.274347260646063
"346"	1	"walkingDownstairs"	"timebodyaccmeanaxisy"	-0.0177434918458972
"347"	1	"walkingDownstairs"	"timebodyaccmeanaxisz"	-0.108925032737064
"348"	1	"walkingDownstairs"	"timebodyaccstdaxisx"	-0.607783818968688
"349"	1	"walkingDownstairs"	"timebodyaccstdaxisy"	-0.510191378479501
"350"	1	"walkingDownstairs"	"timebodyaccstdaxisz"	-0.61306429934125
"351"	1	"walkingDownstairs"	"timegravityaccmeanaxisx"	0.669226222373046
"352"	1	"walkingDownstairs"	"timegravityaccmeanaxisy"	0.00403879092060517
"353"	1	"walkingDownstairs"	"timegravityaccmeanaxisz"	0.0921508600211059
"354"	1	"walkingDownstairs"	"timegravityaccstdaxisx"	-0.965207115039421
"355"	1	"walkingDownstairs"	"timegravityaccstdaxisy"	-0.95440802665318
"356"	1	"walkingDownstairs"	"timegravityaccstdaxisz"	-0.938900969424022
"357"	1	"walkingDownstairs"	"timebodyaccjerkmeanaxisx"	0.0789381220355816
"358"	1	"walkingDownstairs"	"timebodyaccjerkmeanaxisy"	0.0079481069090025
"359"	1	"walkingDownstairs"	"timebodyaccjerkmeanaxisz"	-0.00467469823628666
"360"	1	"walkingDownstairs"	"timebodyaccjerkstdaxisx"	-0.63978102073413
"361"	1	"walkingDownstairs"	"timebodyaccjerkstdaxisy"	-0.607971599340832
"362"	1	"walkingDownstairs"	"timebodyaccjerkstdaxisz"	-0.762820240449202
"363"	1	"walkingDownstairs"	"timebodygyromeanaxisx"	-0.0309824871713436
